ID,Player,From,To,Ht(cm),Wt(kg),Birth Date,Colleges
smithst02,Stevin Smith,1997,1997,187.96,208,"January 24, 1972",Arizona State University
grangst01,Stewart Granger,1984,1987,190.5,190,"October 27, 1961",Villanova University
vrankst01,Stojko Vrankovic,1991,1999,218.44,260,"January 22, 1964",None
swiftst01,Stromile Swift,2001,2009,205.74,225,"November 21, 1979",Louisiana State University
grayst01,Stuart Gray,1985,1991,213.36,235,"May 27, 1963","University of California, Los Angeles"
yuesu01,Sun Yue,2009,2009,205.74,205,"November 6, 1985",None
gainesu01,Sundiata Gaines,2010,2012,185.42000000000002,185,"April 18, 1986",University of Georgia
mykhasv01,Sviatoslav Mykhailiuk,2019,2019,203.2,205,"June 10, 1997",University of Kansas
graysy01,Sylvester Gray,1989,1989,198.12,230,"July 8, 1967",University of Memphis
fordtj01,T.J. Ford,2004,2012,182.88,165,"March 24, 1983",University of Texas at Austin
leaftj01,T.J. Leaf,2018,2019,208.28,225,"April 30, 1997","University of California, Los Angeles"
mccontj01,T.J. McConnell,2016,2019,187.96,190,"March 25, 1992","Duquesne University, University of Arizona"
warretj01,T.J. Warren,2015,2019,203.2,215,"September 5, 1993",North Carolina State University
mccalta01,Tahjere McCall,2019,2019,195.58,195,"August 17, 1994",Tennessee State University
gibsota01,Taj Gibson,2010,2019,205.74,232,"June 24, 1985",University of Southern California
slayta01,Tamar Slay,2003,2005,203.2,215,"April 2, 1980",Marshall University
hamilta01,Tang Hamilton,2002,2002,203.2,220,"May 26, 1978",Mississippi State University
kinseta01,Tarence Kinsey,2007,2009,198.12,185,"March 21, 1984",University of South Carolina
blackta01,Tarik Black,2015,2018,205.74,250,"November 22, 1991","University of Memphis, University of Kansas"
abdulta01,Tariq Abdul-Wahad,1998,2003,198.12,223,"November 3, 1974","University of Michigan, San Jose State University"
georgta01,Tate George,1991,1995,195.58,190,"May 29, 1968",University of Connecticut
greenta01,Taurean Green,2008,2008,182.88,177,"November 28, 1986",University of Florida
princta02,Taurean Waller-Prince,2017,2019,203.2,220,"March 22, 1994",Baylor University
griffta01,Taylor Griffin,2010,2010,200.66,238,"April 18, 1986",University of Oklahoma
princta01,Tayshaun Prince,2003,2016,205.74,212,"February 28, 1980",University of Kentucky
frankte01,Tellis Frank,1988,1994,208.28,225,"April 26, 1965",Western Kentucky University
morrite01,Terence Morris,2002,2006,205.74,221,"January 11, 1979",University of Maryland
stanste01,Terence Stansbury,1985,1987,195.58,170,"February 27, 1961",Temple University
fergute01,Terrance Ferguson,2018,2019,200.66,190,"May 17, 1998",None
roberte01,Terrance Roberson,2001,2001,200.66,215,"December 30, 1976","California State University, Fresno"
harrite01,Terrel Harris,2012,2013,195.58,190,"August 10, 1987",Oklahoma State University
brandte01,Terrell Brandon,1992,2002,180.34,180,"May 20, 1970",University of Oregon
joneste01,Terrence Jones,2013,2019,205.74,252,"January 9, 1992",University of Kentucky
renchte01,Terrence Rencher,1996,1996,190.5,185,"February 19, 1973",University of Texas at Austin
rosste01,Terrence Ross,2013,2019,200.66,206,"February 5, 1991",University of Washington
willite01,Terrence Williams,2010,2013,198.12,220,"June 28, 1987",University of Louisville
catlete01,Terry Catledge,1986,1993,203.2,220,"August 22, 1963",University of South Alabama
cummite01,Terry Cummings,1983,2000,205.74,220,"March 15, 1961",DePaul University
daviste01,Terry Davis,1990,2001,205.74,225,"June 17, 1967",Virginia Union University
deherte01,Terry Dehere,1994,1999,187.96,190,"September 12, 1971",Seton Hall University
doziete01,Terry Dozier,1990,1990,205.74,210,"June 29, 1966",University of South Carolina
millste01,Terry Mills,1991,2001,208.28,230,"December 21, 1967",University of Michigan
portete01,Terry Porter,1986,2002,190.5,195,"April 8, 1963",University of Wisconsin-Stevens Point
roziete01,Terry Rozier,2016,2019,185.42000000000002,190,"March 17, 1994",University of Louisville
teaglte01,Terry Teagle,1983,1993,195.58,195,"April 10, 1960",Baylor University
sefolth01,Thabo Sefolosha,2007,2019,200.66,220,"May 2, 1984",None
youngth01,Thaddeus Young,2008,2019,203.2,221,"June 21, 1988",Georgia Institute of Technology
antetth01,Thanasis Antetokounmpo,2016,2016,200.66,205,"July 17, 1992",None
mayesth01,Tharon Mayes,1992,1992,190.5,175,"September 9, 1968",Florida State University
pinsoth01,Theo Pinson,2019,2019,198.12,218,"November 5, 1995",University of North Carolina
ratlith01,Theo Ratliff,1996,2011,208.28,225,"April 17, 1973",University of Wyoming
smithth01,Theron Smith,2004,2005,203.2,225,"October 3, 1980",Ball State University
bryanth01,Thomas Bryant,2018,2019,210.82,248,"July 31, 1997",Indiana University
gardnth01,Thomas Gardner,2008,2009,195.58,225,"February 8, 1985",University of Missouri
hamilth01,Thomas Hamilton,1996,2000,218.44,330,"April 3, 1975",University of Pittsburgh
jordath01,Thomas Jordan,1993,1993,208.28,220,"May 23, 1968",Oklahoma State University
robinth01,Thomas Robinson,2013,2017,208.28,237,"March 17, 1991",University of Kansas
welshth01,Thomas Welsh,2019,2019,213.36,255,"February 3, 1996","University of California, Los Angeles"
makerth01,Thon Maker,2017,2019,215.9,221,"February 25, 1997",None
baileth01,Thurl Bailey,1984,1999,210.82,215,"April 7, 1961",North Carolina State University
splitti01,Tiago Splitter,2011,2017,210.82,245,"January 1, 1985",None
pleisti01,Tibor Pleiss,2016,2016,220.98,256,"November 2, 1989",None
brownti01,Tierre Brown,2002,2005,187.96,189,"June 3, 1979",McNeese State University
breauti01,Tim Breaux,1995,1998,200.66,215,"September 19, 1970",University of Wyoming
duncati01,Tim Duncan,1998,2016,210.82,250,"April 25, 1976",Wake Forest University
fraziti01,Tim Frazier,2015,2019,185.42000000000002,170,"November 1, 1990",Pennsylvania State University
hardati02,Tim Hardaway,2014,2019,198.12,205,"March 16, 1992",University of Michigan
hardati01,Tim Hardaway,1990,2003,182.88,175,"September 1, 1966",University of Texas at El Paso
jamesti01,Tim James,2000,2002,200.66,212,"December 26, 1976",University of Miami
kemptti01,Tim Kempton,1987,1998,208.28,245,"January 25, 1964",University of Notre Dame
legleti01,Tim Legler,1990,2000,193.04,200,"December 26, 1966",La Salle University
mccorti01,Tim McCormick,1985,1992,210.82,240,"March 10, 1962",University of Michigan
ohlbrti01,Tim Ohlbrecht,2013,2013,210.82,255,"August 30, 1988",None
perryti01,Tim Perry,1989,1996,205.74,200,"June 4, 1965",Temple University
quartti01,Tim Quarterman,2017,2018,198.12,195,"October 27, 1994",Louisiana State University
thomati01,Tim Thomas,1998,2010,208.28,230,"February 26, 1977",Villanova University
youngti01,Tim Young,2000,2000,213.36,220,"February 6, 1976",Stanford University
mozgoti01,Timofey Mozgov,2011,2018,215.9,275,"July 16, 1986",None
luwawti01,Timothe Luwawu-Cabarrot,2017,2019,198.12,210,"May 9, 1995",None
horfoti01,Tito Horford,1989,1994,215.9,245,"January 19, 1966",University of Miami
maddoti01,Tito Maddox,2003,2003,193.04,190,"June 7, 1981","California State University, Fresno"
harrito02,Tobias Harris,2012,2019,205.74,235,"July 15, 1992",University of Tennessee
baileto01,Toby Bailey,1999,2000,198.12,213,"November 19, 1975","University of California, Los Angeles"
murphto01,Tod Murphy,1988,1994,205.74,220,"December 24, 1963","University of California, Irvine"
dayto01,Todd Day,1993,2001,198.12,188,"January 7, 1970",University of Arkansas
fulleto02,Todd Fuller,1997,2001,210.82,255,"July 25, 1974",North Carolina State University
lichtto01,Todd Lichti,1990,1994,193.04,205,"January 8, 1967",Stanford University
maccuto01,Todd MacCulloch,2000,2003,213.36,280,"January 27, 1976",University of Washington
mitchto01,Todd Mitchell,1989,1989,200.66,205,"July 26, 1966",Purdue University
mundtto01,Todd Mundt,1996,1996,213.36,250,"May 17, 1970","University of Memphis, Delta State University"
chambto01,Tom Chambers,1982,1998,208.28,220,"June 21, 1959",University of Utah
copato01,Tom Copa,1992,1992,208.28,275,"October 30, 1964",Marquette University
garrito01,Tom Garrick,1989,1992,187.96,185,"July 7, 1966",University of Rhode Island
guglito01,Tom Gugliotta,1993,2005,208.28,240,"December 19, 1969",North Carolina State University
hammoto01,Tom Hammonds,1990,2001,205.74,215,"March 27, 1967",Georgia Institute of Technology
hovasto01,Tom Hovasse,1995,1995,203.2,205,"January 31, 1967",Pennsylvania State University
piotrto01,Tom Piotrowski,1984,1984,215.9,240,"October 17, 1960",La Salle University
schefto01,Tom Scheffler,1985,1985,210.82,240,"October 27, 1954",Purdue University
sewelto01,Tom Sewell,1985,1985,195.58,185,"March 11, 1962",Lamar University
slubyto01,Tom Sluby,1985,1985,193.04,200,"February 18, 1962",University of Notre Dame
tolbeto01,Tom Tolbert,1989,1995,200.66,235,"October 16, 1965","University of California, Irvine, University of Arizona"
satorto01,Tomas Satoransky,2017,2019,200.66,210,"October 30, 1991",None
douglto01,Toney Douglas,2010,2017,187.96,195,"March 16, 1986","Auburn University, Florida State University"
kukocto01,Toni Kukoc,1994,2006,208.28,192,"September 18, 1968",None
allento01,Tony Allen,2005,2018,193.04,213,"January 11, 1982","Butler County Community College, Oklahoma State University"
battito01,Tony Battie,1998,2012,210.82,230,"February 11, 1976",Texas Tech University
benneto01,Tony Bennett,1993,1995,182.88,175,"June 1, 1969",University of Wisconsin-Green Bay
bobbito01,Tony Bobbitt,2005,2005,193.04,190,"October 22, 1979",University of Cincinnati
bradlto01,Tony Bradley,2018,2019,208.28,248,"January 8, 1998",University of North Carolina
brownto01,Tony Brown,1985,1992,198.12,185,"July 29, 1960",University of Arkansas
campbto01,Tony Campbell,1985,1995,200.66,215,"May 7, 1962",Ohio State University
dawsoto01,Tony Dawson,1991,1995,200.66,215,"August 25, 1967",Florida State University
delkto01,Tony Delk,1997,2006,185.42000000000002,189,"January 28, 1974",University of Kentucky
dumasto01,Tony Dumas,1995,1998,198.12,190,"August 25, 1972",University of Missouri-Kansas City
farmeto01,Tony Farmer,1998,2000,205.74,244,"January 3, 1970","San Jose State University, University of Nebraska"
fulleto01,Tony Fuller,1981,1981,193.04,180,"September 4, 1958",Pepperdine University
harrito01,Tony Harris,1991,1995,190.5,190,"May 13, 1967","Lamar University, University of New Orleans"
jacksto02,Tony Jackson,1981,1981,182.88,170,"January 17, 1958",Florida State University
masseto01,Tony Massenburg,1991,2005,205.74,220,"July 31, 1967",University of Maryland
mitchto02,Tony Mitchell,2014,2014,203.2,235,"April 7, 1992",University of North Texas
mitchto03,Tony Mitchell,2014,2014,198.12,216,"August 7, 1989",University of Alabama
parketo01,Tony Parker,2002,2019,187.96,185,"May 17, 1982",None
priceto01,Tony Price,1981,1981,198.12,190,"January 5, 1957",University of Pennsylvania
smithto02,Tony Smith,1991,2001,190.5,185,"June 14, 1968",Marquette University
snellto01,Tony Snell,2014,2019,200.66,213,"November 10, 1991",University of New Mexico
whiteto01,Tony White,1988,1988,187.96,170,"February 15, 1965",University of Tennessee
wroteto01,Tony Wroten,2013,2016,198.12,205,"April 13, 1993",University of Washington
brynto01,Torgeir Bryn,1990,1990,205.74,250,"August 8, 1964",Texas State University
shengto01,Tornike Shengelia,2013,2014,205.74,217,"October 5, 1991",None
braggto01,Torraye Braggs,2004,2005,203.2,245,"May 15, 1976",Xavier University
craigto01,Torrey Craig,2018,2019,200.66,215,"December 19, 1990",University of South Carolina Upstate
murryto01,Toure' Murry,2014,2015,195.58,195,"November 8, 1989",Wichita State University
jackstr01,Tracy Jackson,1982,1984,198.12,205,"April 21, 1959",University of Notre Dame
mcgratr01,Tracy McGrady,1998,2012,203.2,210,"May 24, 1979",None
mooretr01,Tracy Moore,1992,1997,193.04,200,"December 28, 1965",University of Tulsa
murratr01,Tracy Murray,1993,2004,200.66,225,"July 25, 1971","University of California, Los Angeles"
youngtr01,Trae Young,2019,2019,187.96,180,"September 19, 1998",University of Oklahoma
langdtr01,Trajan Langdon,2000,2002,190.5,197,"May 13, 1976",Duke University
besttr01,Travis Best,1996,2005,180.34,182,"July 12, 1972",Georgia Institute of Technology
dienetr01,Travis Diener,2006,2010,185.42000000000002,175,"March 1, 1982",Marquette University
hansetr01,Travis Hansen,2004,2004,198.12,205,"April 15, 1978","Utah Valley State College, Brigham Young University"
knightr01,Travis Knight,1997,2003,213.36,235,"September 13, 1974",University of Connecticut
leslitr01,Travis Leslie,2012,2012,193.04,205,"March 29, 1990",University of Georgia
maystr01,Travis Mays,1991,1993,187.96,190,"June 19, 1968",University of Texas at Austin
outlatr01,Travis Outlaw,2004,2014,205.74,210,"September 18, 1984",None
weartr01,Travis Wear,2015,2018,208.28,230,"September 21, 1990","University of North Carolina, University of California, Los Angeles"
willitr01,Travis Williams,1998,1999,198.12,215,"May 27, 1969",South Carolina State University
fowlktr01,Tremaine Fowlkes,2002,2005,203.2,220,"April 11, 1976","University of California, California State University, Fresno"
tucketr01,Trent Tucker,1983,1993,195.58,193,"December 20, 1959",University of Minnesota
hassetr01,Trenton Hassell,2002,2010,195.58,200,"March 4, 1979",Austin Peay State University
grahatr01,Treveon Graham,2017,2019,195.58,225,"October 28, 1993",Virginia Commonwealth University
duvaltr01,Trevon Duval,2019,2019,187.96,189,"August 3, 1998",Duke University
arizatr01,Trevor Ariza,2005,2019,203.2,215,"June 30, 1985","University of California, Los Angeles"
booketr01,Trevor Booker,2011,2018,203.2,228,"November 25, 1987",Clemson University
ruffitr01,Trevor Ruffin,1995,1996,185.42000000000002,185,"September 26, 1970",University of Hawaii
wilsotr01,Trevor Wilson,1991,1996,200.66,210,"March 16, 1968","University of California, Los Angeles"
wintetr01,Trevor Winter,1999,1999,213.36,275,"January 7, 1974",University of Minnesota
burketr01,Trey Burke,2014,2019,185.42000000000002,175,"November 12, 1992",University of Michigan
gildetr01,Trey Gilder,2010,2010,205.74,185,"January 24, 1985","McNeese State University, Northwestern State University"
johnstr01,Trey Johnson,2009,2012,195.58,218,"August 30, 1984","Alcorn State University, Jackson State University"
lylestr01,Trey Lyles,2016,2019,208.28,234,"November 5, 1995",University of Kentucky
mckintr01,Trey McKinney-Jones,2018,2018,195.58,214,"August 27, 1990",University of Miami
thomptr02,Trey Thompkins,2012,2012,208.28,245,"May 20, 1990",University of Georgia
thomptr01,Tristan Thompson,2012,2019,208.28,238,"March 13, 1991",University of Texas at Austin
belltr01,Troy Bell,2004,2004,185.42000000000002,180,"November 10, 1980",Boston College
browntr01,Troy Brown,2019,2019,200.66,215,"July 28, 1999",University of Oregon
caupatr01,Troy Caupain,2019,2019,193.04,210,"November 29, 1995",University of Cincinnati
danietr01,Troy Daniels,2014,2019,193.04,205,"July 15, 1991",Virginia Commonwealth University
hudsotr01,Troy Hudson,1998,2008,185.42000000000002,170,"March 13, 1976","University of Missouri, Southern Illinois University"
murphtr01,Troy Murphy,2002,2013,210.82,245,"May 2, 1980",University of Notre Dame
willitr02,Troy Williams,2017,2019,200.66,218,"December 30, 1994",Indiana University
lawsoty01,Ty Lawson,2010,2017,180.34,195,"November 3, 1987",University of North Carolina
cavanty01,Tyler Cavanaugh,2018,2019,205.74,238,"February 9, 1994",George Washington University
davisty01,Tyler Davis,2019,2019,208.28,266,"May 22, 1997",Texas A&M University
dorsety01,Tyler Dorsey,2018,2019,195.58,183,"February 18, 1996",University of Oregon
ennisty01,Tyler Ennis,2015,2018,190.5,194,"August 24, 1994",Syracuse University
hansbty01,Tyler Hansbrough,2010,2016,205.74,250,"November 3, 1985",University of North Carolina
honeyty01,Tyler Honeycutt,2012,2013,203.2,188,"July 15, 1990","University of California, Los Angeles"
johnsty01,Tyler Johnson,2015,2019,193.04,190,"May 7, 1992","California State University, Fresno"
lydonty01,Tyler Lydon,2018,2019,208.28,225,"April 9, 1996",Syracuse University
